Time Now: 2025-07-17 08:14:20.201528
Cutoff Time: 2025-07-17 12:00:00
Now < Cutoff Time: True
Fetching news from 2025-07-16T12:00:00 to 2025-07-17T08:14:20.201528
('2025-07-16T12:00:00', 'RELIANCE', 'Reliance walks fine line on Russia-US energy  Breakingviews', 'https://news.google.com/rss/articles/CBMiqwFBVV95cUxPcGd2Tk9FcC0yMzFhRXpfblBtRFJ4NE1sa3RXUk5naVFjQ2Vad0s4cmFfTVAySVVfRHJZeEFYcEFDQXdWUDI1bFhlUTlsR1BPazlRYTJibW5sTzNBSE1TZThKYnBBSXBRTTU2dl9ObWxIaXRvQnU5emVxTFhTZGtzdHhLOWNlWks2NEdDZmpmWXotTGllZzFDN2JMb0FJWjQxQm1SblVycWhGejQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:36:49', 'NTPC', 'Cabinet Approves ₹24,000 Cr Agricultural Scheme, Enhances Green Energy Project Cap to Rs 20,000 Cr  outlookbusiness.com', 'https://news.google.com/rss/articles/CBMimwFBVV95cUxOMTRHNlBVNVBDcVV1MC1WWlBGazhFSWY2Zzh4a0F1QTJKczFERHF1dmNyODBrUFVtU3I4Z2RmNHFuVjRBV0xzd21TX19oazRSX0FlaWc0ckRwZ0R3T1k2VXlOX0hOeGtWV1pWNzl2WV9yLUkyQ1RaYVVBRnA0dEZZNHFpa1M0eXBYY2FqRVBDUE82U2JCM0pwR3UxY9IBqAFBVV95cUxPWXJici0wanhkdDJvYkxkZE1JekdnbHdQTUVqaTltRlh0dlh5OUFWaEdXOGhHcktOLTh4ZTlsTDJId1lfNEo4X2NUb2o1dHVNMUdDWk1nb0dadC1uVzlDSGlMdVhZd1VwSTY3QXB6U2RzUFdSQndqekhpalVlNl9QSVl6ZGk3MWtWazVxUGVFTUxiRHdpYkc5TURJeHN5bE1lNHBOYmpKRU8?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:36:56', 'NTPC', 'NTPC Signs Power Purchase Agreement with Goa Electricity Department for Sipat Stage-III - Details Inside  Indian Masterminds', 'https://news.google.com/rss/articles/CBMi3gFBVV95cUxNWGxhQlcxeEp2LU5UZHVfVnNjR2tPaTJJamJaWDZtODdJd1ZwQ1lwOHRoeWxxT25Ld0Y1MTMtbXZ3djNxZjNqTzRwR29Kb2RmMDJ5WkZISjdYTDktWVl6MUh6QThMN1NUQi1fNjdVUnQ1dy1LSUd1cFBHSllmc1phRDI4S0JXOERuODRHXzE5MWVxNndWcHhkanpiTmhXak1BdHBzYlZWbnhiSThrWFowVXhzUlM5c3pJOTFhRk9WYVI2WWg4WHc4Yy0yZHpxdm03eUFLeXBTcExYRzZQemc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:39:00', 'TATASTEEL', 'PyroGenesis Announces Completion of Coke-Oven Gas Valorization and Hydrogen Production Project for Tata Steel  Fuel Cells Works', 'https://news.google.com/rss/articles/CBMi9wFBVV95cUxOdy1FUFA0cTNqUVhaeDF6QzJCVENEaXgzQ3V6eFlFZXZpanBPaXluZWxyOThaNXI1dlIxMTlsd3NKWFBidTlLQklLTWF6SDZwX1M0cVVFb05zbFVhRTEtRG0xUUdSbGNQM2REZVJuc0hsdUFycTk1YWFMa0taRWJqNDBlcENuQzhuTlRQU1FVd3h3Sk9rY0dXNkY1cXBJSldKSFIxMnZYbnhnUGxIWndSbUdlQXNSSHlJeV9GSEpjeFVWbk03aldBQndnODVFUXFLdmk4TlZmY20xbkhpTHdWU1J2bXdBV1pvMDExSXJCd0lKU1dadXc4?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:43:37', 'NTPC', 'NTPC Board is authorized to invest ₹20,000 crore in fossil fuels – Cabinet  newsip.in', 'https://news.google.com/rss/articles/CBMipAFBVV95cUxOakNKb056ekZiMnlIWlc5SDVYdUROOHhvYlY1dzc1d08zb0h6aVJTQmQ0LXc5Z2s2dW9YbEFKTmtRRWxBTXNIVjBDR1pvMDdiYjY1YTB5b2RmUDh4WmhhdjV1eFMtMkdfV2N3c0xuRXVxVjhkVThjVU00TnJDQ2dSeGw4VTl4bWxXTjBQRnhzRTJ0TXJzVG5JT1UxdlVoX0RGdzR3TA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:51:46', 'NTPC', 'Union Cabinet Empowers NTPC to Invest up to INR 20,000 Cr in its Renewables Arm NGEL  Energetica India Magazine', 'https://news.google.com/rss/articles/CBMivgFBVV95cUxObWVERzlZaWVOM0U3UTFqWUlzYWRwVkV2R1RoV2VSSGFCUi1nMUZXcTlZWFFUbUF4MjBRaU9BUlhLWi1ZNkpnRnB3QjVqME1xU3UtOHBrMkZYc2prNENMSGNmd0RLZWxxSV83SXhWYmNJSDlQd1I4eE1FN1ZEc1NGRFNaYzJZWWxxSk05V3Q1dXpfWGxzM1I1czFyZS1ERXJyR05MdVVlOHN5dEdzZ3pSQXRaMko2U2FiMVFCaDBR?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:53:25', 'TITAN', 'NYC firm affiliated with global titan Aon acquires local company  Nashville Post', 'https://news.google.com/rss/articles/CBMi8wFBVV95cUxNSXlQMHdxT1FPcGNYYzFIUC1xR0ZJd3pleUF3XzBldVU5Zjl1LTFRcU1icXZCZ1lfeDVMOExrMzlzWHJpQVVzLVN6bm1IRlRqeHBMa29QTnAtLTc5UkYta3NEVHpKSHFrMjVaT0ktelZuQkVqWDVmVVpFZW8wdTM2OXpUQTRVeWo5NjJIMWpHY0Q0U093anRsQjhHWXA4Z1pDUDRmUTVHcmdOSjFTUUxOMzJzMUJvLWZyNUwtamdJQjBSd0lENF9QblJiRTR2b3ItNWxta0l0SndtOEI4WDMzck5WZkozMlpVWHNOS0xhS1NzTjg?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:54:33', 'RELIANCE', 'America’s reliance on China’s pharmaceuticals is ‘unacceptable’  Sky News Australia', 'https://news.google.com/rss/articles/CBMi3gFBVV95cUxPRjAxWDlSdTc4ZENJMnVvWWM4UFk3Wk9jQjgwOFZsWHpnQVprOUEwYW9DbnZlSFh2eGtBZzBkdFllekxVY1gtTWV3LTMxX0k5LW1ISjBFVE51V2hSR3EwOVZITW93MEQ0c3l1WFZYWkdNSjBBZF9oRjNEbmtWMWhqMUtndmc0d0N1b1A0Qy1BdW5ORGRIYnhicFJjdE9haHhqTUNxeDN2VnBBWGFkVV9OMko4amRiOVRHMm9sUmlxeDUzdGdKMnp2U29ZdkgxRmNaRC1TV2RQanV6MFhQVUE?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:56:00', 'RELIANCE', 'RIL Q1 Preview: Company set for strong June quarter, O2C division poised for turnaround  Moneycontrol', 'https://news.google.com/rss/articles/CBMi5gFBVV95cUxOMVVaMDh4ZkQxcENub05NRDB0WTA4YmVZbnFEVS13d1VmMUdYRlozNW5OVFRpS2g3UTVTeFlJTFB5VkFGT0Vpb19ocXdwRjdib01ETHZVUHI1ajJQNmc5NFNURkZTLVdQR1lGTXVHdmpnSE55YURlTzJfS2JsZnFjaXByaWdWT1czMmF2bFE2QmtnempqbUdSWXNHdF9JUUVybHBrYmQyNFBCVjhIQzlUMG8ybjZhbzJaLUxHTzFXOU8tT3lJMTcyVlRxSmpnM1Z2RV9pUmNMVXRGUURwVnJuZGp1dTFFd9IB6wFBVV95cUxNSTRoeEJuT18tVld0N0wxdEFXT2VER2x2bllfWjJqR3d6ejR4Zks3TnRtZlRZdmtTRnBqNm9iZUUxU2pzWXJRazhDUDFHNGpKcXFxZmpOMnJyQlloQ1dCZmpDYnZsSUJEVlhlNDdUTFZUdlRfRndXWk9OWU1ROUp1bXQyUTJqeDdnVF8tanpCLVZ4LTYyUEM4TGg1LUE1RWNUazNOMUVjaWVpb296YjVpLWZQSzBwQS1mb3JXRkJFSVBOSWx0YnFGV1RPZU1sS2VqTXJqaVptR0hFejJQME90cUM4RllzR0R3VnJj?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:56:15', 'SBI', 'Sensex closes 43 points higher, Nifty above 25,200; SBI gains 2%  MSN', 'https://news.google.com/rss/articles/CBMiswFBVV95cUxOcm9OcEhrdlFRMXVoSk5oVzhPX2ZpUXoyQ2ZXQnBleHJMbVJQUXFMSGYwQTltd3doMU1mWVRoVl9nbk01VGl1a3lHWXl6cnk1TDgtYXRNNGtBUXNFX1FJVlZLbkhxX2NLYldiVHVxTGp1TG5NdTRFeGVkcXp5djViY2JEQ1J1TzVpcWpUcXU4WmZUOXVDZ2MyVE95NDQ4SzlZaDF0VHVOQ2V3TDk2YVh6YmRWMA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:59:00', 'M&M', 'Apple inks $500m deal for rare earth magnets with US mining firm  The Guardian', 'https://news.google.com/rss/articles/CBMihgFBVV95cUxNdVVWaVVVM2Q0aW0yMm50U0V4XzhZVG5NZG45TG9rNXcyU3E4Z1NFcGtYN2lQLUc3V2p1YWpERGpfb0hhUTlvQmxFZFM2bFJ1YWZhTTlLMGVjbnNpWE1tV3pybDlWdURyQmlfLWZoLTFjT21QQ0pnTW5oaE9FZlBUQ05wdUk0dw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T12:59:52', 'TITAN', 'Titan Wealth study highlights need for UK ISA reform  International Adviser', 'https://news.google.com/rss/articles/CBMikAFBVV95cUxQbmY5NFVhRzgtMjZIZ2lZVFpHVWR1R09QcG96VG4tYmpHVVctdmtyc1VFNUstd2k1STdvaGd5dmRubUgxT2pXY1RWeFZOYkpycmRpTGRDYkI1TFJMZkU3ODREWExJS1YxeDlKQmljc1c5WEtkbDJtTFpBajFuMlhkaktFdmVWbWU0MmtnVHV4WTQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:00:00', 'TITAN', 'Bleacher Report: Titans should trade for Packers WR Romeo Doubs  Music City Miracles', 'https://news.google.com/rss/articles/CBMitgFBVV95cUxNWXpReUpIMWpKX1ZRQk5IcjZhVkxrNTVfcmpUVkRkT1NZQm1HeFByeDY4b3dGcGZyUkFnMzlSNzdydm1sUXFrMjNQeWZJWFl5REVMcVMyY2J1S0NpcktXLXJuenAwRUtfU0h2MTNzQ2E5MUlMT2JBTTBnT0djWE1sR1FuenFaS1l6bXh1emVBZzE2bEFuTXJwVUktUDhkX2t2MG9laTAwZkp2Y24xckpNekNlMndIdw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:00:02', 'TITAN', "Buzz keeps growing for one Titans position group (and it's not stopping)  Titan Sized", 'https://news.google.com/rss/articles/CBMiqgFBVV95cUxOaDVFTGhCSEhZUkdZZkFiOEtjcFJjVl9SOUVTNlk5Yk94VTg3UVB2b1dXM1AyakRlUTVLOWZYRzg0MF9LX0VSRGpMbVRhTDA3eXdNRWpBeDVvU29yUlp1MnRraHh6THNrR3hsazBLOGxlWGFHcC1nbnYySWRQanhXZExHTXNsOHNLOUt5OG02ZGRZUVNVcmtyMlVQTktyUEhQbTNGNHhyOVJ2QQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:00:03', 'TITAN', 'Tennessee Titans OT Named Breakout Candidate  Sports Illustrated', 'https://news.google.com/rss/articles/CBMijwFBVV95cUxPNlBSREJnVmRrYU91a2JCRi1Ea1M4cFRSZTlYM1RIaWpMMm9ObXVlUk5QYzdIa2J1WlhlNHBCbm9haWhzU0JLRWFwTkpLWWF6NWtpMWs2VWVyMVllYlQzUkQ0UTRONDdfc2RWS2hsbkxyanVRMm05RWhPUmpYenZRYmF3TlU5UUNGd2xCRk8tbw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:01:10', 'TCS', 'Edelweiss MF rejigs portfolios in June; exits TCS, adds TVS, IRCTC, Trent  Business Today', 'https://news.google.com/rss/articles/CBMi1gFBVV95cUxOT3ZydmtSY1F5dzdKNEVYc1dTVy1QX1dWdlk3MWxCSWFobXl3VEJBWFZSYWk2Z0JFUTVMS3Z2N3JRaDZETzRLMDRFQ0JISHZjamxxS3hJZGpxRGxicl9DZHlIWWtMUFQ1OW5JejhJM0JqcXpQQi1SaGxXUm1GWVh0ZWlMeVJCOC1QZkFEeFV4VHNCcVh0NkFvS3ZUdER0RDFDWDV4WmthYnJZdVdHQWI3VVp0U2V0TUlEUUZFSW4yaWRMUWloVUZHM3N3dEgwdkFiR3FubzFB0gHbAUFVX3lxTFBzd1hhWVlfam9UYnRiNFJPOElUSnJwS2JlOHlYY0lMa18tbnU0SGZqeWRULTEycl94Mkc2MExJQ3VSSkxhR2ViQUJlQXNjQk1sSUJCVjNSd3Z5djRJT1ZfYUJsWHRDdUlOQVNlQXBVbFg0YThkc1VoMzc4aE5UMnBGSkpCSjcteXVqWTVuRzNNcmNEVTdDTGFPa2JiYTBIWk9Id0Fsd2ctX054OTU2dmQ3cjdQRVRSVFZYM3hva1hMdV9lTDRKOXg3RGx6WF9sRjRTLTYtTnVhUU9fQQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:01:37', 'TITAN', 'Titan Comics Reveals Major New Conan the Barbarian Comics for October 2025 | Comic-Con 2025  IGN', 'https://news.google.com/rss/articles/CBMiugFBVV95cUxQN0t1dTFXYkZOTVdrR2pxNThTVEh3UFl3LVpmdWsxX2N2aGxWVm9KWEVVVGNKVEdaOUNEODJSbmpEQzVzazk5cDAwWTluemp4S1A1UUkyUXB5LUJLZGN0MWg2V3NFVlVGSm9vcTVBS1pQS0dyVGloVVM1U1JyeGc5MGxtZG9wV2UzaGQxS3VuNzZ4T0wyV1ZhYlc1QmUyTzNQZnZPT2dsQWlCV3l2eXJSaldoN1Q1QWJEN0E?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:01:56', 'SBI', 'SBI QIP opens on Wednesday at floor price of Rs 811.05 per share  financialexpress.com', 'https://news.google.com/rss/articles/CBMiwgFBVV95cUxPNk9CVDJHV1dkSTBzNkY0LWRWSnJNbzZYMGRFbHhrV2Z0NEJ4ZnlXcHJ6MS1Yay1tLVh4ZUZnYm4tTVoyZmNOajhVaHR1WGRacGtWOXdSbFNfbXJqb0RhdThGX0h0SlA3TVljeU9Mc1ZQYnpLUk9pZERkMjBqcThpRTJKU3o2X1lNZkMtbGRwTEdWWDZfdEtZZGhiTGtOcmozMm5NSjZ0WXBjcE0yeWNkblA2UmJEVWpKWm9heXFWZ3Ytdw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:02:00', 'HDFCBANK', 'HDFC Bank To Hold Critical Meet, Discuss Bonus Shares And Special Dividend  thedailyjagran.com', 'https://news.google.com/rss/articles/CBMivwFBVV95cUxOX014QjJtQUVQWWRYWXlwTEhnejVrSi1Bdm13VU1GdzBfaTZETzBfMkZjeXd1S3A0ZWJMTnNZRnNNbEFCNURIMnVkVVhVQmVMa3JkVWFtR0ttYzU4RF9BbVYtNzI1ZHJRdFpOOU5BOTJQRTk3UUktZUFCVjRibnZsQ0prcUY4bzNEWkNtZEtrOERXdmd3UEZCTmZUREJQaXk5a2VIWkQ1eFo3c1l4QVBtVHltdVIxX0hXaEQ4eDcyYw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:02:00', 'ITC', 'ITC Hotels report record Rs 860 revenue in Q1 FY 2026  Times of India', 'https://news.google.com/rss/articles/CBMi1gFBVV95cUxQX1JRcFAyUkstUkJEWDNielBWa2tTODhXcFdraHYxbUdrWUtjQjBWaUJwTlFDRjJWU0s5S2V5dlU0SUZ1aFpDUnJPb3BzV3RmY1F0WDlkTHZaSGNlTnA0TEZNUDhuQWhNXzI2LWZzU2l1TVNlOC1OQXh2ekMzUjQ3Z3hNa29lOWZPQXAyRUFPTmwtMWFkZzcxTnZDWjB5Z3Z3SkMtZ0N5cFBtNEk4VFFudVd0RG5ROFI5YmdQR25FT1drVU1zWXhpZEJLdGNIZEtja0M5eFdn0gHbAUFVX3lxTE0xQ0U1UkszMkV2bmpTWXVrZ3RQVVNxMEpzV2RCWTB0akpWSWFIMEZCam1NanY0c1M1eEsxd2lhamNaQ3NCaHZiLXpyRVZ6ODNxd1Z4RGQ4NnhIS0g4OEZqb3dEUGN3Q1Y0WkVpTlhEUXhwenZfT1hDWUlpdWk5NS1BSDh3UWJmakVub1AyYlVwcFptTVBiYTNGcVB1d3dqcjI4VkpnRVAtdDZuejBrT3U4TS0wd1pNMm1mUWpxNXdPbWpqMlZCR3NOM2xQbVZ3ZmEyXzljTWUxRUdHaw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:02:01', 'NTPC', 'NTPC vs NLC India: Which renewable energy stock offers high dividend, mcap and returns?  The Indian Express', 'https://news.google.com/rss/articles/CBMiyAFBVV95cUxPd0h3QlFmcTcxbGFWZURHaC13Z3p5eEFxcWU4dm5reS1IbnlQbTRVeWkwZGZrN3dGY1VZbjdMTzFIYm1KZ0lCcjNZclhxZlJVOUN4b00tNTZGSGEtRHQxQmNFSGtlWk5zOXdtaGc3eU1PM2FUd0RfS1dVYWV1a2pONkozZWpkVk5peFBTZDFVaXd2ZWFMZ2pBNnZLc1h1b3dnQ2pvZ3lhdTB5SzFFaEdmMDdWQXRBdmx0RGdxeW4zdEEzYjNDdEVCdNIBzwFBVV95cUxPOXRpSFpWS2NWalZNWHRkdmNrd3hicjVtYnRTbUZaYTNBNmRMOUJQeTYwVm5aVllfTmY1ajhRM0lEUFYxc2xaZ05KQUZTSWxEZ0hKYVF2bkd2R0NHcDVaSThHQldEVG1EYTVvTE15UnJ2WkZZcG03Nm9UZ05EMHhxYWNzX2NEd2duVzJkb0Z6d1BxRG9UemZ0dFFMZEVxV0JfZUFGcTNFSmdCTXRuVVU4cUZucVVrUlpzaTFaZWx5T3RMT0hvRTFKYkZwc2FMMGc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:03:50', 'NTPC', 'ACC Approves Gurdeep Singh’s Tenure Extension at NTPC  newsip.in', 'https://news.google.com/rss/articles/CBMigAFBVV95cUxQRE5mUmV6SEJwN2F1Vkhuc1Q4Z2VtcUN4UmV0cXRaSHRoWXVhdk1aUGllVHUxSXc3d2c3TW1UZTE0dlRuTk5qSTNDbUF6Z1JRaldFTEhlOHdjSUgxankwTnpxT19OOTM2SXFxTUdYZ2ZfVGJUcGJOWUFZMXRpNm9oWA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:04:18', 'MARUTI', 'Maruti Suzuki just made this safety feature standard. But it will cost you  Storyboard18', 'https://news.google.com/rss/articles/CBMixwFBVV95cUxORDlxblRFMXZOXzNPaE00VmgwX0pYZFJsYnl1YlVCWFRXTmVwSUhDTTZfNGFHYUNwcW5uR2V3Ulc5cFo1cDM4ZDY4cVVqMVdRN2pGQ2NMdF9pbERmM2NjSzJOak82dzNOZk9CMlBhQnB0cHZfOWtSSXR5QzJ3QnZMTFVmT193VFp2enVaS3l2OWhYX2dPanhFYlFweHlMN2VmWElBWm42Q2x5RXUtSkNPVU5BZ2x0UFZjVUsxZGRDa1lNZXVGVkk00gHMAUFVX3lxTE9WalY3VHFpRWRRRWM2THhWZ2pRalpucGw5dHJReG1YTFY1M2JwRWJCZE1uSVdEb1BWaGpFZXpZZll5QkNOUXVpM19qcS0zNHZiSE91LUhUajVfVmc5bWRQQy0yLUhCWlJPNlFKdmxUZUozYnRPeTZJYndxR25rN29jRW1mU3AzQW9PSHFIU1JkQWRjTWlJOVdyRFM4bm1RV3ZLdGZINldGLVdLVG13TWRGdVg3dTdvRWo0dnJHQXNRZW8zTUlyZmZmMUU5cw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:07:18', 'WIPRO', 'Can Harsh Exit Language Be Defamatory? High Court Slaps ₹2 Lakh Fine on Wipro  The420.in', 'https://news.google.com/rss/articles/CBMimAFBVV95cUxNblRDNHctZi1EWnRkbkdVanJBcnZ6dy1XOEhMNEw2M3kxVDZiQ0V6V3A1b0xFQXZiaS1EcVJCQnpZUUxVMVptbEpTanFTWWRyNmIyMEcyeXdWY2wyWUt6Vi1ONWFIOEZkOGFfekxZYXhtR0VkaWFRYVJOZ2R1T3lGd011MG55emtWMnhRV2dGNVhSVmUtN1pybQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:08:40', 'INFY', 'Infosys Foundation Pledges ₹200 Cr To Skill 5 Lakh Jobseekers By 2030  BW People', 'https://news.google.com/rss/articles/CBMirgFBVV95cUxNeDMwZTRfMDR6Sm93dWI3aFpkOXhSdm9tYTV2QzNBZFVSUXpzdkVEYkZFLWMyY0pJc2hUVU84bXJ0ZXFFaUp3UmgxbWx0SFdodUtBT0o1X1p6Q0p6TjJOMHpkdkJKbEwyaU9oeERBRzhsVXlsWUlUTVBUbUZoZGk0NjN5bGRXTm5fNzVjcDU0TXAtSVZaUTE0eE1ESXFqcFVTcXhnZ2FjaVpFR0NEMnc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:10:12', 'M&M', 'Co-op boss says sorry to 6.5m people who had data stolen in hack  BBC', 'https://news.google.com/rss/articles/CBMiWkFVX3lxTFBxdnFHT1lzZFB0V1lmTEY2YU5yeExwdUl1YXhBV1FvdEMxcERUYWJfWmZNb0hJUTZDWDFKM2RuMHhEN1dwTXhoMk1kQXhRb1I4S1FEOVFLcDlBQdIBX0FVX3lxTE80VjVPVS0zZnI4OUFhbU1aVTZRaVYzX1NQME53bFF6ZlFtc2UtVXFUYlJPQnYyRFIyUWd0MWFqTFVmZlBBYmN3d080Zlkwb3JjUTN6SkxySzZfTVVmamMw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:10:40', 'TITAN', "Netflix Picks Up Curiosity Stream Docudrama Series ‘Titans: The Rise of Hollywood’  What's on Netflix", 'https://news.google.com/rss/articles/CBMiuAFBVV95cUxONXQ0NTQ4VjZ4dFU1NWw0QWxKN2kzaHZFYUJrT1ZCcGw4SHVyeG90bWlzcGlILWZTZVdxd25TbGNvbzBXeUE3Z1M2LTdVeVFxOVhZdEhyOUNCbVdaaDZVVWlaV2xEUTd4NTRMTDBIOHpoMmluWFNfTVV6ZDd3UUZRU0xhMkhaV0RkME5kSjJ0TDdJZGlNR0E2c3JlVmU2UVJXanNPYW53LXhCUm5ZRmc0emVFMElHOUw5?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:11:08', 'INFY', 'Infosys to launch Enterprise Innovation Lab for SAP Solutions in Germany  BusinessLine', 'https://news.google.com/rss/articles/CBMizwFBVV95cUxOdko2V2xsZHdBZGxfTFpxUjd6R3RwQW9TSFhRUEx4YjBOOGxfYWZsS0wxYjl6SmxDOC1yTUt2MmNrbmltNC13bVVDVXVjYk5kWXJRdm4yMWppekc2NDc0bk1QMXlTclctMUlGWXhSQS0ydGJYZzUwVDd0RzlZdlNIdmp5eFJPa0dVTS1DYWpZTUV1QUxGR2tZUHlqcHpNVHNybmlncEdveFYwLURWRDkwa0NMdWpCZmlrbEpLNG1xVkFJWmlWcGsxNmVieW1MZWfSAdYBQVVfeXFMUC1vMVdrUy1HbGZ6VER5WUFBQm5zck43azAyZndNZnRoYWFremZVZkRrdFhQUFgxcWxyNWRtQ0NOZ3JsZHJYTUNiRFFabUxKbkVIaUpxVzFVWHhTVThWcG1WYlRIQ0pvZ1YzM1NUMjB3OG1DbUt0cDhsbjFwUlM3TVlEaGpTTFNycFBDb3dXRHJMZ1kyTUgyQ3FobWVQWHFHbWJrYVhZQURCNG1DSWE5QXV3Qzd3c041THpFaGVmWkpTUzI1Ym5LaTJsZUNFbE1vZ1RsNS1UZw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:12:00', 'INFY', 'Infosys Fiscal Q1 Earnings Preview: Muted Expectations (NYSE:INFY)  Seeking Alpha', 'https://news.google.com/rss/articles/CBMimgFBVV95cUxNY3JxWHVwMDNEWTNtcUlFMWU0NEdvTVR4SkE3UGdKTHVmcXFFLTFRVTdjNnVHUnJLN3hiX2xjS0FYN3Y2cmF4Z0NRTkRkUElPOGs1VVVRbFA1dUlFbFg1NGpkTEJFZktlSlNPTzFxcWV6Vl9wSF9vOVRJenJoSEx6Q0pqNHlRVndfOFJXdkxmSk5hcWdQUjBKeE53?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:17:23', 'HCLTECH', 'HCLTech eyes 15% fresher hiring for specialised, AI roles  The Economic Times', 'https://news.google.com/rss/articles/CBMiywFBVV95cUxQZGdEQjJ5eXAxa0twY0tGaE5JbDRaNW1SSTJZY2FZcXhKd1licFhsbG9OeXR4cGZ4c1cyZGkxQTVlUno2MWxacE5GSmQyUjlBb3lLRnVBZS1QUW1hRXFESnJadE41WXRySkpSem5xaGhfNTdzWWh3WXloVTlsSWI2TTZERE1jWG9GWjRfYXBuelQtTGw0TnVCZWl3bmwtX0I3UGtjR3U0WmNBTDUwUTQ1eEE0c0h3cUZJWnpwZmZhQjhXbU1RSkYwWlNfMNIB0AFBVV95cUxPb19VN3ZCU1NPb3Z1MHNxc3loa1pKblZNYXp1STg4MmJFUzhuRlJYd0wtSEt4Y0pFQ2xvZDdRZUJvVFpKLTNZX2xFQnVvamFBY2oxeXp3UFhrSUJkUm9FMWJwSTJKa20tZlBIemFfWDZRZVlvaFQyM3hwVU9sQ2tRZDA5UHF6Q0dUMnVfS1FHWHM2S19IS2ZFYW9zYk1LOFBCWnk5S25kRVpTSnBibU0wVWQ2MTJmOFhpTGhKTGIwYjBZUmFwV2N1S1dPc0RyaXlH?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T13:19:45', 'MARUTI', 'Maruti Suzuki adds six airbags to Ertiga and Baleno, increases prices  Moneycontrol', 'https://news.google.com/rss/articles/CBMi0AFBVV95cUxPdW15Nzl6QTAtU0Z2eXBmRkJSYlBxVk82ejNndkR5RWpJX2VWVWJOYnJnSm9Ed3FwWDFjZU5SSGxhWXoyTHphZ3E5MDhBTzhMV2FsdW4weTFIWXFDMmota3BHWEFlZHQ1LXFLQnIxb0RkdURWNGpCY1ZWR2hvWFdOT3J6UEtkdTB6NHQ1elBNZ1hEcGVzNWVOYXFGTXlNblowd3lrR2hmOEdiX3RNeV95VDczVWJmRjUzNk9zMGJkcVlOZFNpcnprSmFOdHFEeS1v0gHWAUFVX3lxTE1HY3FiTXBOcHEyXzVES3BCOTRjbXQwTjlxbDRiZGlmM3N6VTIwN0U0aFc3VVZ5Y3I4N0dsc1hiYU53bnQ2bERfQzFqd2V2NFhKTmwtdmtZV1R5WGpIUkJSMGQ0dlFHYlBVZU40cTk0N2hPMUpYX3lyMGRZN3JEblFXb1IzWTVHcURWNEZxejk5QnQzV1pHQlpUdkswekotNjlhVmpjejBTaTQ2YktKd0c4MFZfQlFkZFVEc2dzb2pxZDFNdmhlc0pzcGFkVVpGRFlvcndJUkE?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
